"apgroup_num","apgroup_name","apmean_bno2","apmean_bpm25"
3492,"E01022947",11.83,9.446
3493,"E01003640",14.265,10.637
3494,"E01023471",12.651,9.527
3495,"E01012596",13.656,7.847
3496,"W01001657",11.16,7.733
3497,"E01022944",6.686,7.926
3498,"E01005647",15.434,8.696
3499,"E01031415",6.876,8.69
3500,"E01010529",23.463,9.984
3501,"E01022597",5.877,7.719
3502,"E01032949",5.272,7.933
3503,"E01003643",19.08,12.044
3504,"E01025477",6.16,6.833
3505,"E01012516",11.994,7.846
3506,"E01020520",4.299,7.073
3507,"E01022946",6.807,8.049
3508,"E01005646",14.939,8.987
3509,"E01012597",18.177,8.55
3510,"E01020528",6.928,7.529
3511,"E01017639",8.961,9.282
3512,"E01028579",10.526,10.083
3513,"E01010528",21.235,9.567
3514,"E01003642",18.516,11.815
3515,"E01010521",22.189,10.138
3516,"E01020523",5.288,7.427
3517,"E01020525",5.418,7.608
3518,"E01010520",10.751,8.505
3519,"E01028578",13.162,10.96
3520,"E01010523",11.309,8.522
3521,"E01031492",12.272,9.162
3522,"E01024946",11.462,7.751
3523,"E01014941",7.984,8.561
3524,"E01033477",20.962,7.937
3525,"E01019886",3.019,6.48
3526,"E01020734",8.858,7.156
3527,"E01017881",9.994,9.171
3528,"E01019638",12.855,9.53
3529,"E01019807",10.45,8.667
3530,"E01005645",14.525,8.364
3531,"E01020737",6.513,6.019
3532,"E01012595",16.159,8.074
3533,"E01022516",9.862,9.08
3534,"E01017800",14.354,9.025
3535,"E01030863",6.283,7.733
3536,"E01012517",9.684,7.579
3537,"E01020529",3.033,6.954
3538,"E01019806",10.766,8.812
3539,"E01030860",13.44,9.536
3540,"E01019887",3.387,6.669
3541,"E01030865",6.147,7.567
3542,"E01030862",5.628,7.696
3543,"E01030867",5.312,7.351
3544,"E01030864",5.97,7.518
3545,"E01001439",19.351,11.447
3546,"E01030866",8.075,8.202
3547,"E01017801",14.08,9.112
3548,"E01017880",8.645,9.138
3549,"E01030861",10.543,8.918
3550,"E01004454",20.72,12.441
3551,"E01030868",5.895,7.316
3552,"E01018409",10.929,8.285
3553,"E01018408",12.313,8.343
3554,"E01002451",20.014,11.108
3555,"E01004457",26.29,13.894
3556,"E01018489",14.356,9.323
3557,"E01004456",26.847,13.172
3558,"E01002450",16.054,10.416
3559,"E01018488",14.356,9.323
3560,"E01004455",26.142,13.42
3561,"E01025899",15.309,10.393
3562,"E01019019",3.489,5.84
3563,"E01013496",9.385,9.147
3564,"W01001490",4.328,6.642
3565,"E01018645",14.383,8.317
3566,"E01009288",18.961,11.274
3567,"E01008810",8.671,6.898
3568,"E01018315",9.396,7.252
3569,"E01019831",9.489,8.192
3570,"E01017870",7.82,8.697
3571,"E01019015",5.842,6.74
3572,"E01000935",29.67,13.543
3573,"E01012341",9.567,7.516
3574,"E01028645",10.365,8.292
3575,"E01007284",5.729,6.212
3576,"E01006891",13.936,7.829
3577,"E01000374",18.862,11.21
3578,"E01032799",25.658,11
3579,"E01017876",9.436,9.028
3580,"E01015028",7.686,7.09
3581,"E01025494",16.874,8.35
3582,"E01022348",10.478,8.379
3583,"E01004735",49.581,14.924
3584,"E01003254",19.908,12.006
3585,"E01007319",10.184,8.231
3586,"E01023296",19.831,11.143
3587,"E01004828",14.967,9.701
3588,"E01007398",9.56,7.979
3589,"E01023217",7.789,8.232
3590,"E01028310",13.88,9.553
3591,"E01007318",15.268,8.533
3592,"E01023297",14.399,10.214
3593,"E01032714",11.517,9.845
3594,"E01007399",11.888,8.09
3595,"E01023216",9.261,8.688
3596,"E01009311",15.306,10.224
3597,"E01021229",5.98,7.887
3598,"E01009390",14.008,9.832
3599,"E01021228",6.813,8.339
3600,"E01009310",13.108,9.681
3601,"W01000769",3.792,5.873
3602,"E01009391",16.979,10.965
3603,"W01000768",3.089,5.48
3604,"E01023295",16.163,11.122
3605,"E01009399",17.463,10.609
3606,"E01030761",10.209,8.801
3607,"E01031963",7.819,8.529
3608,"E01023214",14.81,9.644
3609,"E01009318",15.593,9.305
3610,"W01000583",1.731,5.057
3611,"E01031960",5.782,7.709
3612,"E01023494",6.884,8.733
3613,"E01031965",10.143,8.762
3614,"E01000030",18.763,11.679
3615,"E01031962",7.389,8.15
3616,"E01001889",32.499,14.231
3617,"E01031967",7.173,8.427
3618,"E01017283",4.807,7.243
3619,"E01031964",8.779,8.685
3620,"E01002821",32.117,13.701
3621,"W01001849",11.079,8.228
3622,"E01026396",6.324,8.713
3623,"E01004539",28.824,13.4
3624,"E01033239",4.164,6.776
3625,"E01031966",8.703,8.162
3626,"E01030723",17.532,10.446
3627,"E01033231",12.797,8.661
3628,"W01001848",11.597,8.765
3629,"E01033232",12.691,8.491
3630,"E01033233",3.845,6.605
3631,"E01033234",14.594,8.706
3632,"E01033235",4.653,6.68
3633,"E01031961",8.603,8.245
3634,"E01031968",8.542,8.187
3635,"E01018977",3.644,6.037
3636,"E01033402",20.716,10.867
3637,"E01024994",5.642,5.867
3638,"E01016970",12.434,11.19
3639,"E01027464",4.129,5.758
3640,"E01021246",13.055,10.248
3641,"E01024915",12.929,7.839
3642,"E01012556",16.359,8.669
3643,"E01021247",10.339,9.687
3644,"E01033405",19.33,10.692
3645,"E01028501",6.891,8.258
3646,"E01033484",12.803,7.59
3647,"E01028581",11.828,9.952
3648,"E01010568",11.903,8.223
3649,"E01028582",12.37,9.675
3650,"E01028500",6.221,8.183
3651,"E01028583",9.342,8.707
3652,"E01028503",5.673,7.892
3653,"E01033483",10.764,7.423
3654,"E01027465",3.434,5.521
3655,"E01028580",11.958,9.813
3656,"E01010569",13.296,8.317
3657,"E01023645",11.987,9.592
3658,"E01019740",10.317,7.533
3659,"E01023644",11.944,9.545
3660,"E01006859",18.278,8.937
3661,"E01006858",15.231,8.212
3662,"E01023647",13.3,9.766
3663,"E01000887",26.106,12.677
3664,"E01023646",10.104,9.223
3665,"E01019742",7.426,7.218
3666,"E01033649",25.304,14.28
3667,"E01019743",8.524,7.127
3668,"E01033648",16.264,10.396
3669,"E01019745",9.871,7.403
3670,"E01033641",18.065,11.395
3671,"E01008851",9.904,6.833
3672,"E01033640",26.194,11.216
3673,"E01023643",13.517,9.844
3674,"E01000806",18.011,11.249
3675,"E01023642",15.631,10.12
3676,"E01000886",25.209,12.728
3677,"E01028876",8.307,7.408
3678,"E01026870",8.834,8.937
3679,"E01032811",10.405,10.017
3680,"E01026873",4.215,8.678
3681,"E01026872",3.92,8.893
3682,"E01032890",10.974,8.804
3683,"E01032891",8.876,8.763
3684,"E01032810",10.256,9.894
3685,"E01028407",14.002,9.4
3686,"E01003990",23.349,12.831
3687,"E01000467",16.96,10.886
3688,"E01013919",16.198,9.816
3689,"E01028877",10.585,7.626
3690,"E01005917",24.171,10.37
3691,"E01026400",6.088,8.713
3692,"E01026871",5.406,8.621
3693,"E01022490",6.54,8.176
3694,"E01005996",18.688,9.265
3695,"E01028486",4.956,7.638
3696,"E01024495",8.727,9.99
3697,"E01003991",23.866,12.756
3698,"E01009971",13.635,9.053
3699,"E01016473",28.079,11.656
3700,"E01003910",17.241,11.06
3701,"E01026481",3.887,8.411
3702,"E01022411",4.883,7.344
3703,"E01000466",21.827,11.228
3704,"E01013918",16.198,9.816
3705,"E01005997",19.078,9.643
3706,"E01013999",3.309,6.598
3707,"E01024496",9.635,10.033
3708,"E01008215",15.558,7.224
3709,"E01015599",12.49,9.818
3710,"E01015518",6.936,9.079
3711,"E01013855",14.695,9.835
3712,"E01027809",4.723,7.6
3713,"E01027889",9.735,8.797
3714,"E01027808",4.608,7.707
3715,"E01008291",14.481,6.803
3716,"E01029801",6.429,7.311
3717,"E01008211",31.166,9.828
3718,"E01013854",13.882,9.651
3719,"E01006958",12.882,7.666
3720,"E01013856",16.31,9.933
3721,"E01019443",9.622,8.745
3722,"E01029880",5.774,9.031
3723,"E01019445",9.066,8.694
3724,"E01019442",8.464,8.455
3725,"E01019444",9.248,8.616
3726,"E01008951",16.017,9.63
3727,"E01008950",16.54,9.289
3728,"E01017441",6.458,8.494
3729,"E01027888",7.649,8.425
3730,"E01013852",13.451,9.579
3731,"E01006959",15.904,8.073
3732,"E01000987",14.939,10.172
3733,"E01026973",9.819,8.768
3734,"E01019508",6.15,8.093
3735,"E01026782",3.102,8.037
3736,"W01000464",2.751,5.474
3737,"E01032911",28.636,9.761
3738,"E01019589",9.494,8.27
3739,"E01003551",22.82,13.247
3740,"E01032990",5.755,8.755
3741,"E01003498",28.042,13.985
3742,"E01020241",5.237,6.37
3743,"E01005554",16.305,8.45
3744,"E01026972",12.89,9.25
3745,"E01023153",8.495,8.773
3746,"E01003550",23.87,12.736
3747,"E01032991",9.648,9.246
3748,"E01025500",9.554,7.329
3749,"E01005557",15.982,8.516
3750,"E01010286",10.52,8.458
3751,"E01026975",10.024,8.795
3752,"E01030568",11.879,9.174
3753,"E01003553",24.77,13.505
3754,"E01030561",11.726,9.323
3755,"E01010207",17.136,9.558
3756,"E01032992",8.019,8.98
3757,"E01033687",20.069,9.462
3758,"E01026276",5.153,8.549
3759,"E01005556",17.183,8.736
3760,"E01010206",12.254,8.717
3761,"E01030560",14.775,9.966
3762,"E01026974",10.51,8.918
3763,"E01009832",9.829,8.005
3764,"E01030563",14.251,9.411
3765,"E01002265",12.102,9.898
3766,"E01030562",10.826,9.286
3767,"E01016259",9.894,8.943
3768,"E01030565",11.005,9.143
3769,"E01010287",12.686,9.224
3770,"E01030564",13.365,9.678
3771,"E01016258",9.431,8.837
3772,"E01030567",11.282,9.029
3773,"E01002264",13.961,10.226
3774,"E01026970",14.665,9.565
3775,"E01005555",12.592,7.792
3776,"E01028976",4.117,6.604
3777,"E01019509",8.057,8.477
3778,"E01002262",14.984,10.713
3779,"E01030569",9.678,8.972
3780,"E01019393",4.868,5.688
3781,"E01015812",8.686,9.434
3782,"E01032556",12.539,8.187
3783,"E01010285",11.36,8.685
3784,"E01019313",2.319,3.703
3785,"E01027374",2.302,4.825
3786,"E01019394",4.138,4.739
3787,"E01003495",30.784,14.907
3788,"E01019312",5.123,4.9
3789,"E01030241",4.027,7.051
3790,"E01019395",3.334,4.373
3791,"E01031164",8.825,8.811
3792,"E01019315",3.753,4.737
3793,"E01023502",11.09,9.849
3794,"E01017311",5.77,7.869
3795,"E01009785",11.053,8.601
3796,"E01019314",2.444,4.222
3797,"E01006319",11.395,7.74
3798,"E01005849",13.403,8.361
3799,"E01019392",6.268,6.061
3800,"W01001678",13.534,8.836
3801,"E01019310",3.084,4.445
3802,"E01024531",8.408,9.46
3803,"E01024533",4.942,7.765
3804,"E01024530",6.655,9.114
3805,"E01024535",4.998,8.131
3806,"E01024532",4.869,8.004
3807,"E01019333",7.917,5.589
3808,"E01013893",10.693,9.41
3809,"E01019330",5.557,5.135
3810,"E01009099",19.604,10.348
3811,"E01022531",7.275,8.473
3812,"E01009473",14.899,9.659
3813,"E01024534",4.878,8.84
3814,"E01019335",10.185,5.96
3815,"E01019332",7.637,5.62
3816,"E01002349",11.965,9.928
3817,"E01000632",25.664,13.055
3818,"E01017331",4.89,7.365
3819,"E01019334",8.205,5.634
3820,"E01033589",21.547,12.959
3821,"E01019788",11.716,7.884
3822,"E01019336",9.497,5.884
3823,"E01006317",11.254,7.732
3824,"E01019337",3.318,4.13
3825,"E01022710",11.173,8.296
3826,"W01001679",14.329,9.773
3827,"E01022539",8.733,8.898
3828,"E01019331",4.6,4.86
3829,"E01003346",17.163,11.543
3830,"E01022757",11.234,8.849
3831,"E01007097",9.354,7.563
3832,"E01013492",12.043,9.357
3833,"E01018335",6.287,6.807
3834,"E01010635",13.124,8.428
3835,"E01031558",13.088,9.445
3836,"E01006899",12.087,7.862
3837,"E01018390",7.244,7.393
3838,"E01005847",14.671,8.503
3839,"E01017936",9.321,8.453
3840,"E01025945",11.367,8.908
3841,"E01015949",16.942,9.191
3842,"E01025942",9.291,8.754
3843,"E01025944",12.086,9.273
3844,"E01028470",9.11,9.637
3845,"E01023941",11.49,9.342
3846,"E01015948",11.461,9.46
3847,"E01028473",8.255,9.325
3848,"E01025947",7.875,8.217
3849,"E01028472",8.424,9.224
3850,"E01023940",11.281,9.623
3851,"E01028475",10.289,8.804
3852,"E01025946",12.527,9.007
3853,"E01028474",5.642,7.944
3854,"E01023943",10.465,9.167
3855,"E01032418",14.759,9.11
3856,"E01025943",7.38,8.801
3857,"E01010883",6.715,6.209
3858,"E01028471",8.653,9.362
3859,"E01025940",6.988,8.671
3860,"E01027749",5.478,6.761
3861,"E01004867",15.375,9.912
3862,"E01010805",11.863,8.444
3863,"E01027748",4.499,6.484
3864,"E01002860",36.461,13.914
3865,"E01010804",14.048,9.045
3866,"E01010884",6.983,6.51
3867,"E01001905",24.851,13.034
3868,"E01021863",11.456,10.214
3869,"E01001984",21.637,12.742
3870,"E01021862",10.798,10.237
3871,"E01001985",21.673,12.97
3872,"E01002861",31.57,13.601
3873,"E01021865",12.184,9.955
3874,"E01004864",14.184,9.251
3875,"E01021864",11.82,10.085
3876,"E01001904",27.244,13.405
3877,"E01021867",10.24,9.926
3878,"E01001907",24.851,13.034
3879,"E01021866",10.018,9.689
3880,"E01001986",23.593,13.161
3881,"E01012963",7.745,8.75
3882,"E01010986",7.405,6.337
3883,"E01031869",4.426,7.208
3884,"E01001987",20.695,12.313
3885,"E01014966",9.865,8.636
3886,"E01010907",12.045,8.21
3887,"E01031868",4.75,7.436
3888,"E01007959",8.455,7.319
3889,"E01020985",7.894,8.438
3890,"E01002965",18.047,10.635
3891,"E01003459",19.511,12.57
3892,"E01020904",3.924,5.833
3893,"E01029440",7.307,7.924
3894,"E01005459",24.322,9.984
3895,"E01020907",6.355,6.596
3896,"E01010906",14.169,8.336
3897,"E01005451",14.58,8.823
3898,"E01012962",8.282,8.705
3899,"E01010987",9.34,6.794
3900,"E01003458",20.249,12.627
3901,"E01012965",6.048,8.783
3902,"E01016959",6.271,8.415
3903,"E01005453",10.427,7.674
3904,"E01020986",7.542,8.803
3905,"E01002964",19.054,10.826
3906,"E01005450",15.291,9.147
3907,"E01019409",9.584,8.882
3908,"E01010448",14.611,9.218
3909,"E01021861",10.897,10.005
3910,"E01005452",8.326,7.225
3911,"E01012436",17.314,8.41
3912,"E01021860",10.848,10.121
3913,"E01002962",20.259,11.147
3914,"E01020984",12.951,9.42
3915,"E01013994",9.009,8.023
3916,"E01029441",8.265,8.158
3917,"E01020905",3.024,5.056
3918,"E01022458",7.253,8.129
3919,"E01007406",11.199,8.118
3920,"E01007976",13.233,8.767
3921,"E01013915",12.735,9.409
3922,"E01007487",7.673,8.143
3923,"E01013914",14.745,9.884
3924,"E01013995",7.002,7.959
3925,"E01013996",7.291,7.688
3926,"E01024451",7.068,8.2
3927,"E01007977",11.655,8.594
3928,"E01013912",11.554,9.631
3929,"E01017579",8.41,9.11
3930,"E01011526",16.904,9.266
3931,"E01023519",10.361,9.54
3932,"E01017578",8.537,9.135
3933,"E01019571",17.098,9.327
3934,"E01018296",7.092,8.925
3935,"E01023598",6.404,8.909
3936,"E01019570",13.88,8.862
3937,"E01018217",7.027,9.061
3938,"E01016210",11.51,9.495
3939,"E01023518",8.801,9.232
3940,"E01016291",10.154,8.661
3941,"E01018297",8.134,9.181
3942,"E01018216",6.929,9.032
3943,"E01016213",10.796,9.032
3944,"E01016292",8.603,8.301
3945,"E01011527",17.171,9.165
3946,"E01025599",9.987,6.732
3947,"E01016290",7.572,7.983
3948,"E01018295",6.383,8.854
3949,"E01018239",7.662,9.073
3950,"E01026231",5.434,8.89
3951,"E01004245",38.62,14.96
3952,"E01028234",11.388,9.14
3953,"E01018238",7.695,8.999
3954,"E01026230",6.331,9.158
3955,"E01004244",46.461,15.984
3956,"E01028237",8.957,8.707
3957,"E01002241",17.356,10.805
3958,"E01026233",7.041,9.234
3959,"E01004247",39.105,15.035
3960,"E01028236",11.482,9.133
3961,"W01000575",3.205,5.115
3962,"E01023346",11.771,9.212
3963,"E01021034",8.353,8.586
3964,"E01002240",20.808,10.796
3965,"E01026235",8.958,9.41
3966,"E01033348",20.692,10.555
3967,"W01000574",2.234,4.72
3968,"E01004246",39.59,15.109
3969,"E01026232",5.581,9.057
3970,"E01033341",24.685,12.874
3971,"E01033342",24.601,10.893
3972,"E01015557",9.334,11.235
3973,"E01012264",12.542,7.415
3974,"W01000633",3.434,5.305
3975,"E01026259",5.32,8.564
3976,"E01012267",19.724,7.924
3977,"E01026258",6.643,8.766
3978,"E01028251",9.366,9.099
3979,"E01012266",20.664,8.176
3980,"E01029509",6.835,7.823
3981,"E01029588",8.673,7.931
3982,"E01020286",2.095,5.544
3983,"E01020207",4.804,6.627
3984,"W01000407",4.801,6.198
3985,"W01000486",3.214,6.144
3986,"E01027318",13.528,9.797
3987,"E01027399",7.131,6.125
3988,"W01000487",2.064,4.642
3989,"E01013324",7.344,8.913
3990,"E01013327",7.415,8.885
3991,"E01005812",14.679,8.745
3992,"W01000406",4.168,6.07
3993,"E01013392",14.14,8.769
3994,"E01012848",19.961,9.92
3995,"E01030538",10.171,8.564
3996,"E01001162",17.918,11.779
3997,"E01001559",28.441,13.116
3998,"E01023609",11.577,9.35
3999,"E01022218",5.418,7.775
4000,"E01013325",6.166,8.976
4001,"E01002790",28.364,13.454
4002,"E01027319",9.692,9.224
4003,"E01003896",17.075,10.429
4004,"E01011326",12.711,8.959
4005,"E01031796",12.76,10.223
4006,"E01000248",15.622,10.962
4007,"E01013153",5.492,7.701
4008,"E01015581",11.457,9.185
4009,"E01025607",5.67,6.176
4010,"E01022291",15.879,9.671
4011,"E01029400",6.349,7.297
4012,"E01006991",5.113,5.807
4013,"E01000725",14.002,9.996
4014,"E01002925",19.617,10.922
4015,"E01017485",11.67,9.497
4016,"E01016918",12.874,10.354
4017,"E01017404",9.927,9.078
4018,"E01029481",8.063,7.649
4019,"E01008916",28.696,12.331
4020,"E01002924",21.986,11.436
4021,"E01008997",19.345,10.885
4022,"E01001462",18.843,12.643
4023,"E01016999",11.808,8.993
4024,"E01006913",14.859,8.014
4025,"E01029403",13.786,8.634
4026,"E01006992",5.853,6.117
4027,"E01029482",7.763,7.863
4028,"E01012757",14.455,10.145
4029,"E01019376",2.463,3.83
4030,"E01028836",7.694,7.413
4031,"E01016998",12.051,9.884
4032,"E01001463",20.143,12.63
4033,"E01016518",14.335,10.107
4034,"E01010241",10.116,8.558
4035,"E01016919",13.824,10.333
4036,"E01006910",15.423,8.109
4037,"E01016598",17.562,10.146
4038,"E01029186",7.879,8.23
4039,"E01013583",15.712,10.441
4040,"E01002527",26.772,12.201
4041,"E01021654",7.941,9.561
4042,"E01016599",13.094,9.732
4043,"E01020220",5.229,6.641
4044,"E01002526",29.046,12.002
4045,"E01008776",8.291,6.667
4046,"E01018511",9.273,8.151
4047,"E01000579",28.564,13.661
4048,"E01018590",10.535,7.749
4049,"E01029572",5.497,7.107
4050,"E01005220",16.09,9.451
4051,"E01029575",11.666,8.548
4052,"E01005221",17.386,9.871
4053,"E01016519",14.086,9.598
4054,"E01005222",14.626,9.117
4055,"E01029574",8.24,7.593
4056,"E01002525",27.838,12.228
4057,"E01020801",6.75,6.544
4058,"E01027571",4.089,5.044
4059,"E01005223",15.856,8.812
4060,"E01020880",4.949,6.45
4061,"E01019298",3.382,4.765
4062,"E01029577",18.423,9.486
4063,"E01031735",9.347,8.666
4064,"E01007878",16.493,9.6
4065,"E01005225",17.029,8.907
4066,"E01027570",3.789,4.928
4067,"E01026296",5.455,8.68
4068,"E01000391",23.628,12.192
4069,"E01014863",8.04,8.031
4070,"E01005224",16.764,8.936
4071,"E01000390",23.839,11.994
4072,"E01010272",13.086,9.334
4073,"W01000461",2.776,5.256
4074,"E01033511",15.075,10.665
4075,"E01014862",13.53,8.717
4076,"E01032843",8.733,8.898
4077,"E01019219",2.335,4.205
4078,"E01026297",10.349,9.009
4079,"E01000392",20.561,11.776
4080,"E01029576",9.606,7.932
4081,"E01020881",5.391,6.467
4082,"E01022234",3.842,6.539
4083,"E01000310",29.007,13.498
4084,"E01024229",6.048,9.001
4085,"E01025151",10.719,6.93
4086,"E01008329",10.321,6.583
4087,"E01010275",19.945,10.393
4088,"E01020882",3.604,5.808
4089,"E01031734",10.314,8.941
4090,"E01000313",29.194,13.734
4091,"E01024228",6.084,9.041
4092,"E01023509",6.771,8.682
4093,"E01033602",38.163,14.987
4094,"E01010274",19.6,10.155
4095,"E01000312",26.59,13.144
4096,"E01026272",8.237,8.96
4097,"E01000393",18.346,11.633
4098,"E01010277",13.645,9.209
4099,"E01010729",10.298,7.43
4100,"E01029570",7.53,7.325
4101,"E01003228",22.527,12.502
4102,"E01022437",5.428,7.723
4103,"E01029573",15.265,8.92
4104,"E01003229",22.527,12.502
4105,"E01019959",3.003,6.499
4106,"E01031732",9.932,9.003
4107,"E01020449",3.335,7.547
4108,"E01005965",19.939,9.503
4109,"E01014860",7.089,7.397
4110,"E01026214",7.81,9.176
4111,"E01000311",25.831,13.235
4112,"E01011983",9.003,7.11
4113,"E01000318",26.143,12.433
4114,"E01010273",17.361,9.87
4115,"E01003961",29.269,13.62
4116,"E01032969",6.06,8.443
4117,"E01019958",3.658,6.314
4118,"E01022966",6.825,7.998
4119,"E01032961",14.289,10.134
4120,"E01011902",20.275,9.678
4121,"E01032968",7.602,8.298
4122,"E01032963",7.292,8.768
4123,"E01032960",5.927,8.205
4124,"E01032965",7.772,8.58
4125,"E01032962",10.841,9.901
4126,"E01011903",15.221,8.793
4127,"E01011982",7.727,6.923
4128,"E01022967",9.414,9.186
4129,"E01019976",8.498,7.763
4130,"E01022964",15.721,9.917
4131,"E01020464",4.028,7.406
4132,"E01025995",16.416,10.296
4133,"E01017973",12.391,9.974
4134,"E01023911",11.125,9.595
4135,"E01025914",10.061,9.1
4136,"E01020467",3.163,6.205
4137,"E01023990",7.877,9.217
4138,"E01025915",10.86,8.882
4139,"E01025994",16.324,10.183
4140,"E01019028",2.094,5.207
4141,"E01021376",5.675,9.109
4142,"E01011012",12.11,8.22
4143,"E01033329",19.793,11.741
4144,"E01003070",19.38,11.936
4145,"E01033328",16.67,10.933
4146,"E01005077",20.574,9.473
4147,"E01033320",20.585,12.114
4148,"E01011015",17.178,9.391
4149,"E01033322",20.998,12.109
4150,"E01011094",11.394,8.289
4151,"E01033325",22.585,12.586
4152,"E01003073",23.119,12.728
4153,"E01033324",23.859,12.991
4154,"E01005076",20.372,9.898
4155,"E01033327",25.914,13.13
4156,"E01011979",11.689,7.464
4157,"W01000362",5.384,6.406
4158,"E01027516",5.052,5.846
4159,"E01019690",13.958,9.612
4160,"E01016435",11.056,9.38
4161,"E01011093",12.068,8.575
4162,"E01021374",10.69,9.776
4163,"E01031389",8.051,8.83
4164,"E01010339",12.887,9.191
4165,"E01021576",15.838,10.576
4166,"E01025553",5.483,6.348
4167,"E01001672",18.536,11.909
4168,"E01025550",8.129,6.35
4169,"E01012448",16.542,8.385
4170,"E01025555",7.262,6.402
4171,"E01013138",10.582,8.626
4172,"E01031385",6.786,8.215
4173,"E01025552",7.831,6.362
4174,"E01030204",8.14,9.019
4175,"W01000299",4.468,5.829
4176,"E01023551",17.965,10.042
4177,"E01022263",3.71,6.641
4178,"E01000994",17.88,12.131
4179,"E01012119",9.392,7.564
4180,"E01025554",7.266,6.431
4181,"E01022262",5.19,7.489
4182,"E01000599",29.557,13.619
4183,"E01030285",3.943,8.799
4184,"E01030286",4.023,8.655
4185,"E01030207",7.029,9.121
4186,"E01030287",10.092,9.09
4187,"E01022265",4.669,6.941
4188,"E01023559",15.374,10.127
4189,"E01011566",8.713,7.408
4190,"E01024266",13.765,9.612
4191,"E01030284",4.672,7.808
4192,"E01027914",8.994,8.023
4193,"E01002682",19.214,10.814
4194,"E01001212",28.3,12.801
4195,"E01027698",6.999,7.183
4196,"E01009969",19.729,10.083
4197,"E01005083",20.994,9.814
4198,"E01008924",10.478,8.774
4199,"E01014196",9.533,7.92
4200,"E01006523",12.508,7.707
4201,"E01002901",31.844,13.282
4202,"E01022862",10.37,8.613
4203,"E01002980",20.057,11.419
4204,"E01030807",8.556,8.283
4205,"E01004986",27.319,9.611
4206,"E01030886",7.629,7.942
4207,"E01013434",11.103,8.464
4208,"E01022865",8.887,8.306
4209,"E01002981",25.504,12.706
4210,"E01030806",10.172,8.646
4211,"E01004907",22.394,9.463
4212,"E01030887",8.379,8.262
4213,"E01013437",6.372,7.859
4214,"E01022864",9.04,8.765
4215,"E01022867",10.992,8.569
4216,"E01002900",29.254,13.022
4217,"E01004904",14.992,8.233
4218,"E01030804",21.799,10.819
4219,"E01004985",16.98,8.615
4220,"E01030885",10.84,8.533
4221,"E01008702",12.357,5.544
4222,"E01033273",20.55,9.576
4223,"E01016994",14.389,9.455
4224,"E01002849",32.194,13.954
4225,"E01016915",11.281,9.567
4226,"E01000539",17.786,10.934
4227,"E01025458",13.422,7.495
4228,"E01031056",10.472,8.808
4229,"E01000970",27.199,13.061
4230,"E01028926",5.055,5.89
4231,"E01016914",8.749,8.811
4232,"E01003603",29.942,14.69
4233,"E01011467",23.771,10.151
4234,"E01002292",14.688,10.257
4235,"E01000973",30.036,13.512
4236,"E01012673",10.311,7.751
4237,"E01016995",13.409,10.017
4238,"E01031921",6.071,7.75
4239,"E01002565",25.65,12.218
4240,"E01031920",11.537,8.599
4241,"E01016559",27.619,11.223
4242,"E01011464",12.309,8.367
4243,"E01031923",5.922,7.813
4244,"E01010506",17.534,9.351
4245,"E01025459",10.393,8.107
4246,"E01012527",12.947,7.795
4247,"E01031922",5.472,7.526
4248,"E01010587",9.053,7.214
4249,"E01026599",6.494,7.763
4250,"E01002564",32.506,13.101
4251,"E01031925",10.865,8.667
4252,"E01031924",6.538,7.995
4253,"E01016558",10.642,9.49
4254,"E01012526",20.213,9.469
4255,"E01018551",14.97,7.652
4256,"E01031927",10.047,8.569
4257,"E01018788",6.801,6.805
4258,"E01010579",7.886,7.051
4259,"E01003310",19.969,12.22
4260,"E01002567",27.144,12.055
4261,"E01031926",11.426,8.639
4262,"E01010578",8.122,6.985
4263,"E01013772",9.095,9.145
4264,"E01028511",9.71,8.74
4265,"E01010538",17.205,9.337
4266,"E01028510",8.738,8.496
4267,"E01007102",11.126,7.75
4268,"E01028591",9.497,8.656
4269,"E01033462",17.788,11.319
4270,"E01013688",17.484,10.407
4271,"E01012298",6.546,6.889
4272,"E01031929",4.327,7.187
4273,"E01010507",10.744,8.293
4274,"E01026626",13.506,7.97
4275,"E01031928",10.737,8.604
4276,"E01010586",7.005,6.833
4277,"W01000708",3.816,5.958
4278,"W01000789",9.023,7.13
4279,"E01026518",4.462,7.958
4280,"E01013228",9.807,8.989
4281,"E01012524",14.574,8.886
4282,"E01013229",9.853,8.997
4283,"E01015220",5.388,6.632
4284,"E01010316",17.431,9.925
4285,"E01015221",7.298,7.09
4286,"E01015222",4.781,6.306
4287,"E01010397",20.799,9.993
4288,"E01015223",4.81,6.646
4289,"E01002375",16.495,10.93
4290,"E01016329",8.723,8.696
4291,"E01002374",13.027,10.16
4292,"E01016328",8.747,8.231
4293,"E01018321",9.677,7.457
4294,"E01005899",13.983,8.3
4295,"E01002377",16.146,10.608
4296,"E01001327",19.441,11.532
4297,"E01018831",2.464,6.193
4298,"E01016544",10.442,8.931
4299,"W01000709",2.021,4.781
4300,"E01015963",18.179,10.992
4301,"E01017188",11.327,9.338
4302,"W01000788",10.121,6.83
4303,"E01032435",11.957,8.27
4304,"E01032973",5.602,8.608
4305,"E01021900",6.569,8.98
4306,"E01015607",10.636,9.738
4307,"E01021981",5.333,8.727
4308,"E01014217",7.773,7.862
4309,"E01002372",14.005,10.447
4310,"E01015962",22.302,10.596
4311,"E01030614",11.644,9.182
4312,"E01010396",24.369,10.39
