lsoa11cd,apgroup_num,apgroup_name
E01000891,10263,E01000891
E01013823,10264,E01013823
E01015826,10265,E01015826
E01013822,10266,E01013822
E01022769,10267,E01022769
E01013825,10268,E01013825
E01022768,10269,E01022768
E01000811,10270,E01000811
E01011784,10271,E01011784
E01013820,10272,E01013820
E01015827,10273,E01015827
E01031972,10274,E01031972
E01031973,10275,E01031973
E01031970,10276,E01031970
E01031971,10277,E01031971
E01031978,10278,E01031978
E01031979,10279,E01031979
E01021976,10280,E01021976
E01028652,10281,E01028652
E01010605,10282,E01010605
E01026651,10283,E01026651
E01004667,10284,E01004667
E01030110,10285,E01030110
E01028654,10286,E01028654
E01002660,10287,E01002660
E01006698,10288,E01006698
E01030191,10289,E01030191
E01026650,10290,E01026650
E01010685,10291,E01010685
E01006619,10292,E01006619
E01028657,10293,E01028657
E01010604,10294,E01010604
E01006699,10295,E01006699
E01026653,10296,E01026653
E01004666,10297,E01004666
E01012368,10298,E01012368
E01006618,10299,E01006618
E01028656,10300,E01028656
E01002663,10301,E01002663
E01012369,10302,E01012369
E01008611,10303,E01008611
W01001436,10304,W01001436
E01008690,10305,E01008690
E01020308,10306,E01020308
E01008610,10307,E01008610
E01020389,10308,E01020389
E01008691,10309,E01008691
W01001437,10310,W01001437
E01020309,10311,E01020309
E01020388,10312,E01020388
E01018658,10313,E01018658
E01028653,10314,E01028653
W01001434,10315,W01001434
E01002661,10316,E01002661
E01028650,10317,E01028650
W01001435,10318,W01001435
E01007711,10319,E01007711
E01009795,10320,E01009795
E01009717,10321,E01009717
E01008699,10322,E01008699
E01007790,10323,E01007790
E01008618,10324,E01008618
E01007710,10325,E01007710
E01009796,10326,E01009796
E01009843,10327,E01009843
E01026712,10328,E01026712
E01009716,10329,E01009716
E01026794,10330,E01026794
E01007791,10331,E01007791
E01010770,10332,E01010770
E01009842,10333,E01009842
E01026715,10334,E01026715
E01026714,10335,E01026714
E01010773,10336,E01010773
E01009714,10337,E01009714
E01009794,10338,E01009794
E01015062,10339,E01015062
E01021080,10340,E01021080
E01021081,10341,E01021081
E01021000,10342,E01021000
E01026793,10343,E01026793
E01021003,10344,E01021003
W01000541,10345,W01000541
E01006162,10346,E01006162
E01010771,10347,E01010771
E01015065,10348,E01015065
E01012100,10349,E01012100
E01029059,10350,E01029059
E01014187,10351,E01014187
E01014106,10352,E01014106
E01006165,10353,E01006165
E01012182,10354,E01012182
E01012183,10355,E01012183
E01012102,10356,E01012102
E01015063,10357,E01015063
E01021001,10358,E01021001
E01012181,10359,E01012181
E01014186,10360,E01014186
E01010402,10361,E01010402
E01001198,10362,E01001198
E01031426,10363,E01031426
E01004138,10364,E01004138
E01005867,10365,E01005867
E01003810,10366,E01003810
E01025254,10367,E01025254
E01023759,10368,E01023759
E01011329,10369,E01011329
E01031793,10370,E01031793
E01008024,10371,E01008024
E01004233,10372,E01004233
E01002426,10373,E01002426
E01015153,10374,E01015153
E01015589,10375,E01015589
E01017661,10376,E01017661
E01024293,10377,E01024293
E01002714,10378,E01002714
E01010406,10379,E01010406
E01007121,10380,E01007121
E01030935,10381,E01030935
E01012139,10382,E01012139
E01019854,10383,E01019854
E01033254,10384,E01033254
E01012751,10385,E01012751
E01012821,10386,E01012821
E01025313,10387,E01025313
E01012845,10388,E01012845
E01004074,10389,E01004074
E01014233,10390,E01014233
E01016495,10391,E01016495
E01013156,10392,E01013156
E01015585,10393,E01015585
E01023604,10394,E01023604
W01001752,10395,W01001752
E01014711,10396,E01014711
E01016453,10397,E01016453
E01011112,10398,E01011112
E01007513,10399,E01007513
W01001279,10400,W01001279
E01021801,10401,E01021801
E01001382,10402,E01001382
E01028782,10403,E01028782
E01021761,10404,E01021761
E01023394,10405,E01023394
E01024845,10406,E01024845
E01018022,10407,E01018022
E01024230,10408,E01024230
E01012423,10409,E01012423
E01020054,10410,E01020054
E01027104,10411,E01027104
E01011550,10412,E01011550
E01020055,10413,E01020055
E01027661,10414,E01027661
E01020052,10415,E01020052
E01032299,10416,E01032299
E01028068,10417,E01028068
E01012792,10418,E01012792
E01020053,10419,E01020053
E01028069,10420,E01028069
E01020050,10421,E01020050
E01020051,10422,E01020051
W01001546,10423,W01001546
E01006287,10424,E01006287
E01006206,10425,E01006206
E01006286,10426,E01006286
E01006207,10427,E01006207
E01006285,10428,E01006285
E01014368,10429,E01014368
E01016356,10430,E01016356
W01001432,10431,W01001432
E01014369,10432,E01014369
E01016357,10433,E01016357
W01001433,10434,W01001433
W01001430,10435,W01001430
E01016355,10436,E01016355
W01001431,10437,W01001431
E01016353,10438,E01016353
E01030762,10439,E01030762
W01000504,10440,W01000504
E01006945,10441,E01006945
E01000034,10442,E01000034
E01012731,10443,E01012731
E01017285,10444,E01017285
E01006783,10445,E01006783
E01005390,10446,E01005390
E01027789,10447,E01027789
E01024328,10448,E01024328
E01029728,10449,E01029728
E01008543,10450,E01008543
E01029837,10451,E01029837
E01009105,10452,E01009105
E01022978,10453,E01022978
E01001653,10454,E01001653
E01000223,10455,E01000223
E01028620,10456,E01028620
E01000480,10457,E01000480
E01029096,10458,E01029096
E01010934,10459,E01010934
E01010037,10460,E01010037
E01007859,10461,E01007859
E01016708,10462,E01016708
E01015257,10463,E01015257
E01003397,10464,E01003397
E01000878,10465,E01000878
E01020379,10466,E01020379
E01002843,10467,E01002843
E01023847,10468,E01023847
E01018540,10469,E01018540
E01005153,10470,E01005153
E01033467,10471,E01033467
E01007661,10472,E01007661
E01006271,10473,E01006271
E01030610,10474,E01030610
E01006452,10475,E01006452
E01025023,10476,E01025023
E01027475,10477,E01027475
E01020038,10478,E01020038
E01024731,10479,E01024731
E01018787,10480,E01018787
E01029205,10481,E01029205
E01015313,10482,E01015313
E01027705,10483,E01027705
W01000974,10484,W01000974
E01027724,10485,E01027724
E01020532,10486,E01020532
E01006412,10487,E01006412
E01020059,10488,E01020059
E01019184,10489,E01019184
E01022006,10490,E01022006
E01005580,10491,E01005580
E01013685,10492,E01013685
E01022087,10493,E01022087
E01012295,10494,E01012295
W01001545,10495,W01001545
E01032672,10496,E01032672
E01022007,10497,E01022007
W01000845,10498,W01000845
E01031160,10499,E01031160
E01006665,10500,E01006665
E01025587,10501,E01025587
E01009783,10502,E01009783
E01011297,10503,E01011297
E01021671,10504,E01021671
E01008319,10505,E01008319
E01013900,10506,E01013900
E01022799,10507,E01022799
E01009067,10508,E01009067
E01018929,10509,E01018929
E01024195,10510,E01024195
E01016522,10511,E01016522
W01000326,10512,W01000326
E01013892,10513,E01013892
E01031327,10514,E01031327
E01009471,10515,E01009471
E01006337,10516,E01006337
E01000630,10517,E01000630
E01016669,10518,E01016669
E01033509,10519,E01033509
E01013278,10520,E01013278
E01005750,10521,E01005750
E01001718,10522,E01001718
E01006394,10523,E01006394
E01024447,10524,E01024447
E01003848,10525,E01003848
E01024006,10526,E01024006
E01013087,10527,E01013087
E01024087,10528,E01024087
E01010997,10529,E01010997
E01022116,10530,E01022116
E01016065,10531,E01016065
E01014570,10532,E01014570
E01022081,10533,E01022081
E01022000,10534,E01022000
W01000197,10535,W01000197
E01024086,10536,E01024086
E01016062,10537,E01016062
E01022080,10538,E01022080
E01022001,10539,E01022001
E01024085,10540,E01024085
E01011821,10541,E01011821
E01007014,10542,E01007014
E01013410,10543,E01013410
E01018333,10544,E01018333
E01018649,10545,E01018649
E01033586,10546,E01033586
E01001768,10547,E01001768
E01016318,10548,E01016318
E01022716,10549,E01022716
E01009865,10550,E01009865
E01026737,10551,E01026737
E01015882,10552,E01015882
E01015803,10553,E01015803
E01009864,10554,E01009864
E01008906,10555,E01008906
E01026736,10556,E01026736
E01024749,10557,E01024749
E01017434,10558,E01017434
E01006903,10559,E01006903
E01007861,10560,E01007861
E01008987,10561,E01008987
E01017437,10562,E01017437
E01006982,10563,E01006982
E01006983,10564,E01006983
E01015449,10565,E01015449
E01015881,10566,E01015881
E01025767,10567,E01025767
E01015800,10568,E01015800
E01020811,10569,E01020811
E01031704,10570,E01031704
E01023760,10571,E01023760
E01006204,10572,E01006204
E01006284,10573,E01006284
E01006205,10574,E01006205
E01006283,10575,E01006283
E01006202,10576,E01006202
E01006282,10577,E01006282
E01006203,10578,E01006203
E01008206,10579,E01008206
E01008287,10580,E01008287
E01006281,10581,E01006281
E01018356,10582,E01018356
E01016350,10583,E01016350
E01018357,10584,E01018357
E01018354,10585,E01018354
E01018355,10586,E01018355
E01018352,10587,E01018352
E01018353,10588,E01018353
W01001438,10589,W01001438
E01018350,10590,E01018350
W01001439,10591,W01001439
E01025898,10592,E01025898
E01005021,10593,E01005021
E01013494,10594,E01013494
E01016333,10595,E01016333
E01018641,10596,E01018641
E01022683,10597,E01022683
E01031554,10598,E01031554
E01027228,10599,E01027228
E01008811,10600,E01008811
E01018313,10601,E01018313
E01011799,10602,E01011799
E01017961,10603,E01017961
E01003845,10604,E01003845
E01019067,10605,E01019067
E01014979,10606,E01014979
E01026174,10607,E01026174
E01028524,10608,E01028524
E01010698,10609,E01010698
E01025812,10610,E01025812
E01019013,10611,E01019013
E01011426,10612,E01011426
E01028339,10613,E01028339
E01028641,10614,E01028641
E01028660,10615,E01028660
E01007282,10616,E01007282
E01031298,10617,E01031298
E01017705,10618,E01017705
E01000375,10619,E01000375
E01011717,10620,E01011717
E01017966,10621,E01017966
E01032719,10622,E01032719
E01021059,10623,E01021059
E01023460,10624,E01023460
W01001367,10625,W01001367
E01022571,10626,E01022571
E01010617,10627,E01010617
E01017877,10628,E01017877
E01017097,10629,E01017097
E01025412,10630,E01025412
E01026337,10631,E01026337
E01004731,10632,E01004731
E01032687,10633,E01032687
E01003252,10634,E01003252
E01031212,10635,E01031212
E01006816,10636,E01006816
E01010379,10637,E01010379
E01008834,10638,E01008834
E01029960,10639,E01029960
E01032794,10640,E01032794
E01033081,10641,E01033081
W01001543,10642,W01001543
E01012973,10643,E01012973
E01022084,10644,E01022084
W01001157,10645,W01001157
E01022005,10646,E01022005
E01016067,10647,E01016067
E01004298,10648,E01004298
E01020618,10649,E01020618
W01001540,10650,W01001540
E01022002,10651,E01022002
E01022083,10652,E01022083
E01016064,10653,E01016064
W01001541,10654,W01001541
E01022082,10655,E01022082
E01021826,10656,E01021826
W01000582,10657,W01000582
E01023412,10658,E01023412
E01032346,10659,E01032346
E01014731,10660,E01014731
E01019206,10661,E01019206
E01013755,10662,E01013755
E01010373,10663,E01010373
E01030721,10664,E01030721
E01002874,10665,E01002874
E01016829,10666,E01016829
E01016828,10667,E01016828
E01029753,10668,E01029753
E01023921,10669,E01023921
E01027411,10670,E01027411
E01025924,10671,E01025924
E01029495,10672,E01029495
E01025925,10673,E01025925
E01000948,10674,E01000948
E01025923,10675,E01025923
E01027490,10676,E01027490
E01025920,10677,E01025920
E01029496,10678,E01029496
E01029417,10679,E01029417
E01029415,10680,E01029415
E01029494,10681,E01029494
E01006200,10682,E01006200
E01008286,10683,E01008286
E01008207,10684,E01008207
E01006280,10685,E01006280
E01006201,10686,E01006201
E01008204,10687,E01008204
E01008285,10688,E01008285
E01008205,10689,E01008205
E01008284,10690,E01008284
E01008283,10691,E01008283
E01018351,10692,E01018351
E01002366,10693,E01002366
E01002367,10694,E01002367
E01016358,10695,E01016358
E01002364,10696,E01002364
E01016359,10697,E01016359
E01010387,10698,E01010387
E01010306,10699,E01010306
E01002365,10700,E01002365
E01010386,10701,E01010386
E01026613,10702,E01026613
E01026692,10703,E01026692
E01026693,10704,E01026693
E01010671,10705,E01010671
E01010670,10706,E01010670
E01026612,10707,E01026612
E01026615,10708,E01026615
E01026694,10709,E01026694
E01028616,10710,E01028616
E01028697,10711,E01028697
E01001152,10712,E01001152
E01009168,10713,E01009168
E01015188,10714,E01015188
E01001155,10715,E01001155
E01001154,10716,E01001154
E01015109,10717,E01015109
E01030150,10718,E01030150
E01015108,10719,E01015108
E01030151,10720,E01030151
E01015189,10721,E01015189
E01030152,10722,E01030152
E01030153,10723,E01030153
E01030154,10724,E01030154
E01030155,10725,E01030155
W01001038,10726,W01001038
W01001039,10727,W01001039
E01001153,10728,E01001153
E01009169,10729,E01009169
