lsoa11cd,apgroup_num,apgroup_name
E01000471,239,E01000471
E01032527,240,E01032527
E01010214,241,E01010214
E01030579,242,E01030579
E01010217,243,E01010217
E01032526,244,E01032526
E01002272,245,E01002272
E01030578,246,E01030578
E01002275,247,E01002275
E01030571,248,E01030571
E01010296,249,E01010296
E01030570,250,E01030570
E01010297,251,E01010297
E01030573,252,E01030573
E01010216,253,E01010216
E01030572,254,E01030572
E01018452,255,E01018452
E01005173,256,E01005173
E01032525,257,E01032525
E01002273,258,E01002273
E01007511,259,E01007511
E01032524,260,E01032524
E01004276,261,E01004276
E01023433,262,E01023433
E01024139,263,E01024139
E01025436,264,E01025436
E01002289,265,E01002289
E01001501,266,E01001501
E01002208,267,E01002208
E01001589,268,E01001589
E01004201,269,E01004201
E01004280,270,E01004280
E01004281,271,E01004281
E01004200,272,E01004200
E01004202,273,E01004202
E01004203,274,E01004203
E01030975,275,E01030975
E01030972,276,E01030972
E01009911,277,E01009911
E01021077,278,E01021077
E01033497,279,E01033497
E01028046,280,E01028046
E01002288,281,E01002288
E01011880,282,E01011880
E01002209,283,E01002209
E01011262,284,E01011262
E01000870,285,E01000870
E01008028,286,E01008028
E01018499,287,E01018499
E01016077,288,E01016077
E01012013,289,E01012013
E01027177,290,E01027177
E01033193,291,E01033193
E01033115,292,E01033115
E01033194,293,E01033194
E01030027,294,E01030027
E01030024,295,E01030024
E01027175,296,E01027175
W01001191,297,W01001191
E01033191,298,E01033191
W01001111,299,W01001111
W01001192,300,W01001192
W01001110,301,W01001110
W01001193,302,W01001193
W01001113,303,W01001113
W01001194,304,W01001194
W01001112,305,W01001112
W01001190,306,W01001190
W01001118,307,W01001118
E01010326,308,E01010326
E01000323,309,E01000323
E01016379,310,E01016379
E01000946,311,E01000946
E01004932,312,E01004932
E01023428,313,E01023428
E01015426,314,E01015426
E01012939,315,E01012939
E01013423,316,E01013423
E01025421,317,E01025421
E01029499,318,E01029499
E01000945,319,E01000945
E01029418,320,E01029418
E01014939,321,E01014939
E01005888,322,E01005888
E01005809,323,E01005809
E01005808,324,E01005808
E01018733,325,E01018733
E01018732,326,E01018732
E01005889,327,E01005889
E01032809,328,E01032809
E01018734,329,E01018734
E01026868,330,E01026868
E01018735,331,E01018735
E01032808,332,E01032808
E01032888,333,E01032888
E01003686,334,E01003686
E01015184,335,E01015184
E01017165,336,E01017165
E01000229,337,E01000229
E01015105,338,E01015105
E01023181,339,E01023181
E01026629,340,E01026629
E01009166,341,E01009166
E01025106,342,E01025106
E01013101,343,E01013101
E01005631,344,E01005631
E01025187,345,E01025187
E01021644,346,E01021644
E01007163,347,E01007163
E01005630,348,E01005630
E01023182,349,E01023182
E01021645,350,E01021645
E01015185,351,E01015185
E01021646,352,E01021646
E01005633,353,E01005633
E01023103,354,E01023103
E01013669,355,E01013669
E01005632,356,E01005632
E01021647,357,E01021647
